#id, 楼层, 上/下按钮, 要去几层, 读取下一条数据间隔时间
2227,15,DOWN,8,3
2228,24,DOWN,11,5
2229,19,UP,23,3
2230,19,DOWN,13,3
2231,20,UP,21,6
2232,22,DOWN,6,4
2233,11,UP,15,4
2234,14,UP,17,4
2235,17,DOWN,1,3
2236,16,UP,19,6
2237,20,DOWN,17,6
2238,1,UP,16,4
2239,5,UP,11,1
2240,18,DOWN,5,2
2241,5,UP,21,5
2242,9,UP,13,4
2243,23,DOWN,15,1
2244,16,UP,21,1
2245,6,UP,19,6
2246,21,DOWN,6,1
2247,8,UP,10,3
2248,14,DOWN,2,4
2249,3,UP,15,1
2250,10,DOWN,8,5
2251,14,DOWN,2,3
2252,13,DOWN,3,6
2253,8,UP,23,6
2254,17,DOWN,1,3
2255,11,DOWN,4,2
2256,15,UP,22,4
2257,21,DOWN,11,6
2258,5,UP,7,3
2259,12,DOWN,2,4
2260,15,DOWN,2,4
2261,10,UP,18,4
2262,18,DOWN,15,6
2263,17,DOWN,1,1
2264,9,UP,18,6
2265,8,DOWN,7,3
2266,8,UP,13,4
2267,6,UP,23,5
2268,3,UP,20,1
2269,11,DOWN,5,3
2270,8,DOWN,2,1
2271,23,DOWN,14,1
2272,7,UP,24,5
2273,19,DOWN,16,4
2274,17,DOWN,6,1
2275,12,DOWN,2,6
2276,11,UP,24,4
2277,8,UP,21,4
2278,6,UP,19,3
2279,19,DOWN,17,4
2280,16,DOWN,5,1
2281,20,DOWN,11,5
2282,8,UP,23,1
2283,4,UP,20,3
2284,18,DOWN,2,4
2285,5,UP,11,4
2286,7,DOWN,2,2
2287,23,DOWN,20,2
2288,10,UP,15,1
2289,6,UP,11,1
2290,4,UP,17,4
2291,2,UP,14,1
2292,2,UP,5,5
2293,12,UP,23,2
2294,17,DOWN,16,5
2295,10,DOWN,8,4
2296,9,UP,13,1
2297,1,UP,22,4
2298,2,UP,13,4
2299,23,DOWN,13,4
2300,19,DOWN,14,5
2301,16,DOWN,12,2
2302,2,UP,24,3
2303,8,UP,20,3
2304,13,UP,22,6
2305,8,UP,19,4
2306,1,UP,9,6
2307,4,UP,19,2
2308,5,UP,15,3
2309,10,UP,15,5
2310,11,DOWN,1,3
2311,13,UP,18,1
2312,6,UP,20,4
2313,8,DOWN,6,2
2314,9,DOWN,3,5
2315,22,DOWN,2,4
2316,10,UP,24,5
2317,18,DOWN,17,3
2318,12,DOWN,4,5
2319,1,UP,5,5
2320,3,UP,12,5
2321,18,DOWN,4,3
2322,2,UP,4,4
2323,7,UP,8,2
2324,21,DOWN,1,4
2325,3,UP,22,3
2326,4,UP,19,3
2327,18,DOWN,16,4
2328,19,DOWN,18,4
2329,6,UP,22,3
2330,7,UP,19,6
2331,10,DOWN,7,1
2332,7,DOWN,6,1
2333,2,UP,5,3
2334,10,DOWN,3,4
2335,7,UP,13,2
2336,10,UP,15,3
2337,17,DOWN,6,1
2338,15,UP,16,6
2339,7,UP,14,4
2340,1,UP,13,1
2341,17,DOWN,7,4
2342,23,UP,24,3
2343,20,UP,21,1
2344,4,UP,17,5
2345,8,UP,15,3
2346,8,UP,15,3
2347,19,DOWN,17,4
2348,5,UP,15,3
2349,10,UP,21,1
2350,6,DOWN,1,4
2351,15,UP,18,5
2352,18,DOWN,11,1
2353,15,UP,18,3
2354,20,DOWN,16,1
2355,13,UP,24,4
2356,16,DOWN,12,1
2357,20,UP,21,5
2358,16,DOWN,2,5
2359,9,UP,15,1
2360,7,UP,19,2
2361,23,DOWN,2,5
2362,13,DOWN,10,2
2363,20,DOWN,13,6
2364,19,DOWN,18,3
2365,9,UP,10,5
2366,14,UP,22,2
2367,15,DOWN,7,1
2368,10,DOWN,5,6
2369,9,DOWN,7,3
2370,2,UP,10,2
2371,1,UP,11,4
2372,3,UP,20,4
2373,22,DOWN,2,2
2374,5,UP,20,1
2375,15,UP,23,3
2376,9,DOWN,5,3
2377,18,DOWN,3,3
2378,14,DOWN,5,1
2379,6,UP,12,4
2380,7,UP,21,4
2381,4,DOWN,2,2
2382,23,DOWN,6,4
2383,15,DOWN,9,6
2384,17,UP,22,1
2385,2,UP,16,1
2386,14,DOWN,6,5
2387,18,UP,19,3
2388,15,DOWN,4,6
2389,5,UP,14,4
2390,23,DOWN,2,5
2391,12,UP,24,3
2392,8,UP,17,3
2393,8,UP,21,1
2394,6,UP,7,3
2395,21,DOWN,1,2
2396,8,DOWN,2,4
2397,11,DOWN,6,4
2398,13,DOWN,8,2
2399,17,DOWN,12,2
2400,3,UP,19,3
2401,8,UP,20,4
2402,1,UP,16,3
2403,11,UP,24,5
2404,20,DOWN,9,1
2405,21,DOWN,10,1
2406,9,DOWN,7,1
2407,6,UP,12,6
2408,16,DOWN,8,4
2409,16,UP,17,6
2410,12,UP,17,1
2411,13,UP,21,2
2412,19,DOWN,3,5
2413,24,DOWN,18,6
2414,22,DOWN,9,6
2415,19,DOWN,2,2
2416,6,UP,18,4
2417,7,UP,12,2
2418,22,DOWN,13,4
2419,6,DOWN,5,1
2420,2,UP,6,1
2421,14,UP,17,5
2422,15,DOWN,2,5
2423,4,UP,9,3
2424,13,UP,16,1
2425,1,UP,2,1
2426,9,UP,24,5
2427,8,UP,11,4
2428,15,DOWN,9,5
2429,16,UP,21,6
2430,20,DOWN,16,1
2431,6,UP,15,2
2432,1,UP,3,6
2433,7,UP,24,3
2434,17,DOWN,1,2
2435,11,DOWN,7,3
2436,18,DOWN,12,6
2437,5,UP,11,3
2438,12,DOWN,10,6
2439,8,UP,18,3
2440,7,UP,20,2
2441,8,DOWN,7,1
2442,18,DOWN,9,2
2443,14,UP,23,4
2444,5,UP,13,5
2445,1,UP,22,5
2446,11,UP,17,4
2447,12,UP,21,1
2448,12,UP,23,2
2449,19,DOWN,15,6
2450,13,DOWN,10,4
2451,4,UP,9,3
2452,11,UP,22,3
2453,23,DOWN,8,6
2454,13,DOWN,11,5
2455,4,UP,19,2
2456,11,DOWN,4,3
2457,19,DOWN,7,4
2458,10,DOWN,1,3
2459,21,DOWN,5,3
2460,9,UP,10,6
2461,22,DOWN,18,3
2462,3,DOWN,2,6
2463,8,UP,11,3
2464,9,UP,17,4
2465,17,DOWN,11,5
2466,6,UP,20,6
2467,5,UP,23,2
2468,5,UP,8,6
2469,22,DOWN,19,1
2470,3,UP,17,1
2471,6,UP,23,1
2472,18,DOWN,11,1
2473,2,UP,16,1
2474,8,DOWN,7,1
2475,15,UP,24,4
2476,14,DOWN,8,5
2477,11,DOWN,5,5
2478,19,DOWN,2,6
2479,5,UP,22,6
2480,18,DOWN,6,3
2481,22,UP,23,3
2482,3,UP,18,4
2483,1,UP,12,2
2484,17,UP,22,4
2485,14,UP,17,6
2486,8,UP,24,2
2487,8,DOWN,7,4
2488,24,DOWN,13,6
2489,22,DOWN,16,1
2490,10,UP,17,6
2491,18,UP,20,6
2492,6,DOWN,3,1
2493,13,DOWN,8,3
2494,14,UP,23,1
2495,5,DOWN,1,1
2496,3,UP,19,4
2497,13,UP,14,5
2498,5,UP,15,6
2499,14,DOWN,9,2
2500,22,DOWN,15,2
2501,15,UP,16,6
2502,23,DOWN,20,3
2503,20,UP,24,2
2504,6,UP,23,6
2505,13,UP,15,2
2506,20,DOWN,15,2
2507,9,DOWN,7,4
2508,19,DOWN,7,2
2509,4,UP,21,2
2510,3,UP,8,3
2511,6,UP,9,3
2512,14,UP,18,4
2513,5,DOWN,2,4
2514,18,DOWN,4,1
2515,17,DOWN,11,3
2516,3,UP,15,1
2517,24,DOWN,9,5
2518,13,DOWN,4,6
2519,6,DOWN,2,6
2520,16,UP,22,6
2521,21,DOWN,8,6
2522,12,UP,23,3
2523,7,DOWN,5,3
2524,6,UP,7,1
2525,23,DOWN,13,4
2526,13,UP,20,2
2527,9,UP,20,6
2528,4,UP,15,2
2529,14,DOWN,4,1
2530,9,UP,23,5
2531,13,DOWN,8,5
2532,20,UP,24,5
2533,9,UP,14,4
2534,9,DOWN,7,3
2535,8,UP,17,4
2536,21,DOWN,12,4
2537,13,DOWN,12,2
2538,24,DOWN,9,1
2539,24,DOWN,14,5
2540,24,DOWN,6,6
2541,22,DOWN,1,4
2542,3,UP,4,4
2543,12,UP,14,5
2544,23,DOWN,22,3
2545,8,UP,23,5
2546,5,DOWN,1,2
2547,22,DOWN,13,2
2548,8,DOWN,6,6
2549,17,UP,24,4
2550,16,UP,21,5
2551,23,DOWN,2,1
2552,8,UP,14,6
2553,6,UP,13,6
2554,5,UP,22,2
2555,24,DOWN,13,3
2556,3,UP,24,2
2557,16,DOWN,4,5
2558,3,UP,22,1
2559,16,DOWN,14,5
2560,9,DOWN,1,3
2561,18,DOWN,2,2
2562,5,UP,16,3
2563,23,DOWN,8,4
2564,18,DOWN,13,5
2565,24,DOWN,9,2
2566,22,DOWN,14,1
2567,23,DOWN,4,5
2568,10,UP,22,4
2569,22,DOWN,20,1
2570,8,DOWN,3,6
2571,1,UP,2,1
2572,1,UP,23,6
2573,14,DOWN,12,2
2574,3,UP,24,3
2575,9,UP,19,6
2576,21,DOWN,19,3
2577,9,UP,20,3
2578,20,DOWN,3,4
2579,23,DOWN,14,4
2580,17,DOWN,11,2
2581,3,UP,20,6
2582,8,DOWN,3,1
2583,4,UP,23,3
2584,24,DOWN,19,6
2585,19,UP,23,3
2586,10,DOWN,7,2
2587,24,DOWN,14,4
2588,4,UP,6,4
2589,1,UP,12,5
2590,18,DOWN,10,5
2591,21,DOWN,6,4
2592,21,DOWN,13,1
2593,20,UP,22,5
2594,21,DOWN,4,4
2595,23,DOWN,6,4
2596,13,UP,17,6
2597,4,DOWN,2,6
2598,5,UP,19,6
2599,6,UP,10,2
2600,16,UP,21,1
2601,1,UP,24,3
2602,1,UP,8,6
2603,2,UP,17,4
2604,13,DOWN,10,1
2605,15,DOWN,10,1
2606,13,DOWN,7,4
2607,12,DOWN,10,6
2608,11,DOWN,9,1
2609,5,UP,20,4
2610,24,DOWN,7,2
2611,3,UP,10,3
2612,16,DOWN,2,3
2613,18,DOWN,17,6
2614,6,UP,15,2
2615,19,DOWN,2,4
2616,8,DOWN,1,3
2617,13,DOWN,7,3
2618,22,DOWN,20,3
2619,1,UP,23,2
2620,17,DOWN,3,5
2621,18,DOWN,6,4
2622,4,UP,16,1
2623,4,DOWN,3,6
2624,19,UP,22,4
2625,19,DOWN,2,4
2626,9,DOWN,3,4
2627,3,UP,18,6
2628,4,UP,7,4
2629,9,UP,15,5
2630,23,DOWN,18,6
2631,6,UP,23,5
2632,1,UP,20,6
2633,22,DOWN,12,6
2634,1,UP,16,3
2635,11,UP,14,2
2636,16,DOWN,13,6
2637,1,UP,23,2
2638,7,DOWN,5,5
2639,15,UP,19,6
2640,2,UP,8,1
2641,20,DOWN,15,6
2642,24,DOWN,18,3
2643,21,DOWN,15,5
2644,6,DOWN,1,6
2645,5,UP,17,3
2646,1,UP,6,6
2647,7,UP,19,1
2648,24,DOWN,3,5
2649,16,UP,18,5
2650,10,DOWN,8,3
2651,24,DOWN,14,4
2652,15,DOWN,14,5
2653,11,UP,17,5
2654,14,DOWN,2,6
2655,9,DOWN,6,3
2656,11,DOWN,4,2
2657,4,UP,15,5
2658,11,DOWN,10,5
2659,5,UP,18,3
2660,19,DOWN,10,4
2661,18,UP,22,6
2662,8,UP,13,5
2663,23,DOWN,18,1
2664,13,DOWN,6,3
2665,22,DOWN,20,4
2666,8,DOWN,6,4
2667,12,DOWN,4,2
2668,6,UP,13,4
2669,2,UP,24,6
2670,7,UP,9,2
2671,3,UP,19,3
2672,6,DOWN,4,6
2673,2,UP,10,4
2674,23,DOWN,11,1
2675,24,DOWN,14,5
2676,13,DOWN,6,1
2677,8,DOWN,6,6
2678,13,UP,24,5
2679,8,DOWN,1,2
2680,10,DOWN,7,2
2681,15,UP,23,6
2682,10,DOWN,4,3
2683,9,UP,23,2
2684,7,UP,8,2
2685,21,DOWN,16,5
2686,19,DOWN,17,5
2687,2,UP,17,3
2688,2,UP,6,2
2689,18,DOWN,10,2
2690,21,DOWN,15,6
2691,11,UP,12,5
2692,3,UP,8,5
2693,5,UP,8,1
2694,22,DOWN,19,4
2695,20,UP,24,4
2696,23,DOWN,22,5
2697,6,UP,22,3
2698,10,UP,23,6
2699,24,DOWN,3,6
2700,19,UP,21,3
2701,19,DOWN,9,6
2702,1,UP,6,1
2703,21,DOWN,5,6
2704,12,DOWN,9,6
2705,18,DOWN,2,4
2706,6,UP,11,6
2707,10,UP,22,4
2708,2,UP,17,6
2709,2,UP,19,1
2710,19,UP,21,5
2711,20,DOWN,2,4
2712,21,DOWN,1,3
2713,6,UP,12,2
2714,9,DOWN,5,1
2715,21,DOWN,2,1
2716,7,DOWN,2,6
2717,15,DOWN,12,4
2718,11,UP,16,1
2719,18,DOWN,10,4
2720,13,DOWN,2,1
2721,22,DOWN,8,3
2722,10,UP,16,4
2723,14,UP,15,5
2724,15,DOWN,14,4
2725,14,UP,22,2
2726,24,DOWN,17,2
2727,17,UP,24,3
2728,9,UP,13,2
2729,13,UP,18,1
2730,11,UP,16,4
2731,14,DOWN,13,5
2732,15,DOWN,9,5
2733,7,UP,15,4
2734,12,DOWN,6,1
2735,8,UP,15,5
2736,17,DOWN,5,5
2737,13,UP,17,5
2738,9,UP,22,1
2739,21,DOWN,2,6
2740,17,UP,24,5
2741,14,UP,22,1
2742,9,UP,15,1
2743,16,DOWN,1,5
2744,12,UP,23,5
2745,15,DOWN,3,3
2746,19,DOWN,12,6
2747,6,UP,12,4
2748,11,DOWN,7,6
2749,14,UP,24,6
2750,19,DOWN,1,4
2751,19,DOWN,8,5
2752,4,UP,8,1
2753,12,UP,16,5
2754,11,UP,24,2
2755,13,UP,19,5
2756,9,DOWN,6,2
2757,24,DOWN,9,1
2758,2,DOWN,1,1
2759,22,DOWN,2,5
2760,3,UP,10,1
2761,16,DOWN,3,5
2762,19,UP,23,1
2763,8,UP,9,3
2764,3,UP,22,5
2765,2,UP,23,4
2766,5,UP,7,4
2767,18,UP,23,1
2768,6,UP,13,6
2769,14,UP,15,1
2770,19,UP,24,1
2771,4,UP,13,2
2772,10,DOWN,8,4
2773,12,DOWN,11,1
2774,12,UP,16,2
2775,9,DOWN,8,5
2776,16,DOWN,3,3
2777,9,DOWN,2,4
2778,14,UP,21,3
2779,2,UP,9,1
2780,7,UP,11,2
2781,20,DOWN,11,3
2782,5,UP,14,3
2783,1,UP,3,3
2784,15,UP,16,5
2785,11,UP,15,2
2786,21,DOWN,19,1
2787,10,UP,23,1
2788,21,DOWN,7,5
2789,1,UP,14,4
2790,7,UP,24,4
2791,7,UP,17,6
2792,23,DOWN,11,3
2793,8,UP,20,5
2794,2,UP,22,4
2795,18,UP,23,2
2796,14,UP,15,3
2797,23,DOWN,14,2
2798,12,UP,21,1
2799,24,DOWN,7,3
2800,15,UP,21,4
2801,3,UP,4,5
2802,1,UP,8,2
2803,21,DOWN,16,1
2804,18,DOWN,7,4
2805,12,UP,23,3
2806,10,DOWN,2,4
2807,15,DOWN,3,5
2808,17,DOWN,15,4
2809,11,UP,15,5
2810,14,UP,24,4
2811,17,UP,22,1
2812,19,DOWN,18,6
2813,20,DOWN,19,1
2814,12,UP,19,2
2815,19,DOWN,18,3
2816,20,DOWN,12,4
2817,19,UP,21,1
2818,3,UP,18,3
2819,17,DOWN,13,5
2820,12,DOWN,5,1
2821,18,DOWN,9,2
2822,3,UP,16,2
2823,18,DOWN,13,6
2824,14,UP,15,2
2825,5,UP,19,1
2826,14,DOWN,12,1
2827,22,DOWN,7,4
2828,4,UP,20,2
2829,12,UP,22,5
2830,10,UP,18,5
2831,22,DOWN,19,3
2832,8,DOWN,4,5
2833,6,UP,12,2
2834,10,UP,19,1
2835,21,DOWN,6,4
2836,18,DOWN,5,2
2837,4,UP,24,2
2838,8,UP,11,4
2839,19,DOWN,7,6
2840,1,UP,19,4
2841,12,UP,23,6
2842,12,DOWN,10,3
2843,7,UP,19,4
2844,17,DOWN,16,2
2845,12,DOWN,1,6
2846,1,UP,2,1
2847,13,DOWN,7,4
2848,21,DOWN,3,1
2849,17,UP,18,4
2850,24,DOWN,7,3
2851,4,UP,7,6
2852,23,DOWN,10,1
2853,14,DOWN,5,1
2854,16,UP,23,3
2855,17,UP,20,2
2856,5,UP,13,3
2857,20,DOWN,9,6
2858,9,UP,19,2
2859,4,UP,23,6
2860,22,DOWN,6,3
2861,4,UP,8,4
2862,15,UP,22,2
2863,10,UP,15,5
2864,1,UP,2,3
2865,4,UP,18,3
2866,22,UP,24,5
2867,13,DOWN,10,1
2868,12,DOWN,10,6
2869,2,UP,7,5
2870,3,UP,7,6
2871,24,DOWN,21,5
2872,7,UP,11,1
2873,19,DOWN,7,2
2874,15,DOWN,3,5
2875,14,DOWN,1,6
2876,17,UP,19,5
2877,4,UP,15,3
2878,12,DOWN,4,2
2879,18,DOWN,4,6
2880,24,DOWN,19,3
2881,22,DOWN,15,2
2882,1,UP,3,4
2883,4,UP,18,1
2884,23,DOWN,9,4
2885,4,DOWN,1,2
2886,23,DOWN,8,5
2887,17,DOWN,1,4
2888,13,UP,14,5
2889,4,UP,5,4
2890,11,UP,18,3
2891,19,UP,22,6
2892,14,DOWN,12,6
2893,16,DOWN,13,5
2894,5,UP,16,1
2895,24,DOWN,6,4
2896,8,UP,9,4
2897,9,DOWN,6,4
2898,10,UP,16,1
2899,2,UP,16,2
2900,19,DOWN,9,4
2901,8,UP,12,6
2902,14,DOWN,2,1
2903,21,DOWN,17,5
2904,16,DOWN,5,2
2905,24,DOWN,8,6
2906,19,DOWN,18,2
2907,11,UP,18,1
2908,21,DOWN,20,5
2909,1,UP,13,5
2910,12,UP,13,6
2911,18,DOWN,7,6
2912,17,DOWN,13,2
2913,21,DOWN,11,1
2914,8,DOWN,2,3
2915,4,UP,17,3
2916,14,DOWN,8,3
2917,3,UP,8,3
2918,13,DOWN,2,5
2919,3,DOWN,2,6
2920,11,DOWN,1,6
2921,22,DOWN,10,5
2922,23,DOWN,8,5
2923,18,DOWN,5,3
2924,19,DOWN,2,6
2925,10,DOWN,7,2
2926,8,DOWN,4,2
2927,2,UP,14,2
2928,16,DOWN,8,6
2929,19,DOWN,10,5
2930,9,UP,23,6
2931,12,UP,19,3
2932,24,DOWN,23,3
2933,7,UP,13,2
2934,14,UP,20,1
2935,14,DOWN,4,3
2936,23,DOWN,2,2
2937,17,DOWN,16,2
2938,21,UP,22,2
2939,21,DOWN,1,1
2940,14,UP,19,6
2941,14,DOWN,7,2
2942,15,UP,23,5
2943,2,UP,9,2
2944,7,DOWN,3,6
2945,8,UP,15,3
2946,17,DOWN,9,3
2947,13,DOWN,6,2
2948,12,DOWN,11,2
2949,22,DOWN,18,3
2950,1,UP,11,2
2951,3,UP,12,2
2952,4,UP,14,6
2953,12,DOWN,8,4
2954,3,UP,6,4
2955,24,DOWN,21,1
2956,10,DOWN,1,2
2957,7,UP,19,2
2958,17,DOWN,15,1
2959,14,UP,20,5
2960,2,UP,24,2
2961,5,UP,10,6
2962,21,DOWN,17,4
2963,5,UP,21,5
2964,6,UP,20,1
2965,10,DOWN,7,4
2966,5,UP,16,5
2967,9,DOWN,3,5
2968,11,UP,24,5
2969,22,DOWN,17,3
2970,13,DOWN,4,4
2971,16,DOWN,1,5
2972,2,UP,10,6
2973,16,DOWN,12,3
2974,15,UP,23,6
2975,14,DOWN,7,1
2976,3,UP,4,6
2977,14,DOWN,5,5
2978,16,DOWN,4,2
2979,7,UP,22,3
2980,12,UP,23,2
2981,20,DOWN,2,6
2982,4,UP,21,6
2983,17,UP,22,5
2984,24,DOWN,1,1
2985,21,DOWN,7,2
2986,9,UP,16,1
2987,19,DOWN,12,5
2988,12,UP,20,3
2989,10,UP,12,2
2990,16,DOWN,15,3
2991,6,UP,17,2
2992,19,DOWN,10,5
2993,13,DOWN,10,2
2994,7,DOWN,1,4
2995,22,DOWN,21,3
2996,2,UP,24,2
2997,1,UP,13,2
2998,20,DOWN,10,5
2999,5,UP,11,5
3000,6,UP,16,1
3001,4,UP,16,4
3002,19,UP,23,1
3003,21,DOWN,17,1
3004,17,DOWN,11,3
3005,12,DOWN,11,1
3006,6,DOWN,2,4
3007,7,UP,22,4
3008,22,DOWN,21,4
3009,3,DOWN,2,5
3010,1,UP,21,6
3011,17,UP,22,5
3012,10,DOWN,5,4
3013,18,UP,22,5
3014,5,UP,16,6
3015,22,DOWN,7,5
3016,11,DOWN,1,3
3017,10,UP,18,4
3018,3,UP,4,5
3019,9,UP,24,5
3020,13,DOWN,1,1
3021,7,UP,19,4
3022,12,UP,21,5
3023,15,DOWN,10,3
3024,10,UP,16,1
3025,18,DOWN,12,1
3026,11,UP,17,4
3027,23,DOWN,6,1
3028,17,UP,21,3
3029,17,UP,18,6
3030,15,DOWN,1,1
3031,21,DOWN,5,1
3032,2,UP,15,1
3033,10,DOWN,7,3
3034,18,DOWN,4,6
3035,6,UP,9,6
3036,3,UP,23,3
3037,21,DOWN,13,1
3038,24,DOWN,12,3
3039,13,DOWN,7,5
3040,18,DOWN,8,3
3041,24,DOWN,10,5
3042,1,UP,21,4
3043,13,DOWN,1,5
3044,1,UP,11,6
3045,24,DOWN,3,5
3046,17,UP,20,4
3047,23,DOWN,5,5
3048,2,UP,20,2
3049,18,DOWN,10,2
3050,18,UP,23,5
3051,2,UP,21,2
3052,12,UP,22,6
3053,11,DOWN,10,2
3054,7,UP,11,1
3055,18,DOWN,11,1
3056,10,UP,14,2
3057,17,UP,20,2
3058,14,UP,20,6
3059,13,UP,16,4
3060,6,DOWN,2,2
3061,13,UP,23,3
3062,19,UP,23,5
3063,12,DOWN,10,5
3064,14,DOWN,13,1
3065,24,DOWN,18,6
3066,5,UP,8,6
3067,10,DOWN,7,4
3068,5,UP,8,6
3069,9,DOWN,2,2
3070,7,UP,11,2
3071,12,UP,23,1
3072,5,UP,14,4
3073,17,UP,22,1
3074,18,DOWN,2,3
3075,5,UP,22,5
3076,3,UP,6,4
3077,15,UP,23,5
3078,9,UP,20,4
3079,15,DOWN,1,1
3080,9,DOWN,7,4
3081,5,UP,7,5
3082,9,UP,15,1
3083,4,DOWN,2,2
3084,16,UP,20,5
3085,21,DOWN,4,1
3086,8,UP,10,1
3087,18,DOWN,2,1
3088,8,UP,18,5
3089,14,UP,22,3
3090,9,DOWN,7,2
3091,3,UP,19,1
3092,13,UP,24,4
3093,2,UP,14,4
3094,5,DOWN,3,1
3095,20,DOWN,14,4
3096,15,DOWN,14,3
3097,17,UP,21,5
3098,22,DOWN,6,6
3099,21,DOWN,14,5
3100,12,UP,16,2
3101,1,UP,4,1
3102,20,DOWN,8,1
3103,9,UP,20,1
3104,16,DOWN,1,2
3105,22,DOWN,6,3
3106,2,UP,9,3
3107,10,UP,15,6
3108,13,DOWN,12,1
3109,4,UP,7,6
3110,1,UP,4,3
3111,17,UP,22,2
3112,19,DOWN,3,2
3113,21,DOWN,2,4
3114,24,DOWN,4,1
3115,12,UP,20,2
3116,24,DOWN,3,2
3117,18,UP,20,2
3118,23,DOWN,9,2
3119,21,UP,24,6
3120,6,UP,21,3
3121,17,DOWN,5,1
3122,21,DOWN,10,2
3123,18,DOWN,9,5
3124,6,UP,12,3
3125,24,DOWN,10,3
3126,13,DOWN,8,1
3127,2,UP,6,5
3128,5,UP,8,2
3129,17,DOWN,2,2
3130,20,DOWN,19,3
3131,10,UP,16,3
3132,18,DOWN,1,1
3133,16,DOWN,2,2
3134,24,DOWN,6,3
3135,15,DOWN,13,5
3136,1,UP,7,1
3137,16,DOWN,8,2
3138,23,DOWN,7,4
3139,14,DOWN,3,2
3140,24,DOWN,22,6
3141,12,DOWN,1,4
3142,2,UP,18,1
3143,15,DOWN,5,4
3144,19,UP,22,5
3145,11,DOWN,7,1
3146,13,DOWN,11,1
3147,8,UP,23,6
3148,22,DOWN,8,2
3149,11,DOWN,3,4
3150,21,DOWN,18,4
3151,5,DOWN,2,3
3152,6,DOWN,5,3
3153,14,DOWN,11,1
3154,6,DOWN,2,6
3155,12,DOWN,3,2
3156,5,UP,16,2
3157,3,UP,8,2
3158,23,DOWN,10,1
3159,23,DOWN,13,6
3160,8,UP,19,4
3161,20,UP,23,3
3162,11,UP,13,2
3163,2,UP,16,1
3164,23,DOWN,6,4
3165,21,DOWN,18,4
3166,14,UP,18,2
3167,22,DOWN,12,4
3168,12,DOWN,5,1
3169,10,UP,11,2
3170,20,DOWN,9,4
3171,17,DOWN,16,6
3172,16,DOWN,10,3
3173,3,UP,11,6
3174,12,UP,18,3
3175,20,UP,21,4
3176,20,UP,22,4
3177,4,UP,9,4
3178,11,UP,23,6
3179,21,DOWN,8,5
3180,10,DOWN,8,6
3181,7,UP,19,3
3182,16,UP,18,5
3183,4,UP,19,6
3184,3,UP,4,2
3185,19,DOWN,1,2
3186,8,UP,21,6
3187,22,DOWN,14,6
3188,9,DOWN,4,5
3189,19,UP,24,3
3190,20,DOWN,17,2
3191,7,DOWN,6,4
3192,2,UP,11,5
3193,7,UP,20,4
3194,17,DOWN,1,2
3195,6,UP,16,6
3196,23,DOWN,19,6
3197,11,DOWN,5,4
3198,11,UP,18,6
3199,20,DOWN,5,5
3200,9,UP,16,1
3201,3,UP,11,3
3202,23,DOWN,2,6
3203,9,DOWN,1,6
3204,12,UP,18,6
3205,15,DOWN,4,3
3206,9,UP,23,4
3207,14,DOWN,2,6
3208,18,DOWN,7,6
3209,6,UP,21,5
3210,2,UP,19,1
3211,8,UP,19,6
3212,17,DOWN,11,6
3213,21,DOWN,7,3
3214,7,UP,8,2
3215,18,UP,23,2
3216,9,DOWN,4,4
3217,13,UP,16,2
3218,5,UP,24,2
3219,18,DOWN,7,2
3220,12,UP,18,6
3221,15,DOWN,12,5
3222,17,DOWN,4,5
3223,5,UP,15,3
3224,11,DOWN,4,5
3225,4,UP,10,4
3226,16,DOWN,4,4
3227,24,DOWN,15,6
3228,1,UP,7,4
3229,12,DOWN,2,6
3230,21,DOWN,9,5
3231,3,UP,12,2
3232,12,DOWN,5,5
3233,16,UP,19,3
3234,10,DOWN,2,5
3235,3,UP,13,6
3236,23,DOWN,17,1
3237,23,DOWN,18,3
3238,14,DOWN,2,3
3239,3,UP,12,3
3240,20,DOWN,18,6
3241,23,DOWN,5,1
3242,3,UP,21,1
3243,9,UP,12,5
3244,11,UP,19,2
3245,17,UP,18,6
3246,9,DOWN,3,2
3247,17,DOWN,14,6
3248,9,DOWN,6,4
3249,9,DOWN,8,6
3250,21,DOWN,11,5
3251,15,DOWN,1,4
3252,4,UP,7,5
3253,4,DOWN,1,4
3254,5,UP,13,2
3255,24,DOWN,17,2
3256,6,UP,18,2
3257,9,UP,11,2
3258,12,DOWN,1,4
3259,10,UP,23,1
3260,9,UP,13,6
3261,3,UP,8,6
3262,11,DOWN,5,2
3263,24,DOWN,12,4
3264,6,DOWN,3,3
3265,16,UP,18,1
3266,4,DOWN,1,2
3267,21,DOWN,3,1
3268,19,DOWN,3,2
3269,15,DOWN,1,1
3270,15,DOWN,9,4
3271,22,DOWN,8,4
3272,9,UP,23,4
3273,7,UP,9,4
3274,11,UP,17,3
3275,21,DOWN,1,5
3276,15,DOWN,2,1
3277,4,DOWN,3,4
3278,3,UP,15,5
3279,24,DOWN,15,2
3280,21,DOWN,1,4
3281,20,DOWN,7,2
3282,2,UP,10,4
3283,2,UP,16,4
3284,15,DOWN,11,3
3285,23,DOWN,4,3
3286,12,UP,16,5
3287,15,UP,21,3
3288,5,UP,19,4
3289,14,DOWN,13,3
3290,3,UP,4,1
3291,11,DOWN,8,4
3292,10,UP,12,4
3293,9,DOWN,5,1
3294,22,DOWN,19,5
3295,9,DOWN,3,6
3296,3,UP,12,4
3297,22,DOWN,16,3
3298,13,DOWN,11,1
3299,13,UP,24,3
